chr	start	end	value
chrI	1	1001	0.54725728108138
chrI	1001	2001	1.06439253720293
chrI	2001	3001	0.806992477181974
chrI	3001	4001	1.13606414775173
chrI	4001	5001	0.969591409704623
chrI	5001	6001	1.18393673651497
chrI	6001	7001	1.17620610846597
chrI	7001	8001	0.755333519881895
chrI	8001	9001	1.05655097555019
chrI	9001	10001	1.89902166948858
chrI	10001	11001	1.28378257202344
chrI	11001	12001	1.10079513746864
chrI	12001	13001	0.998389466546112
chrI	13001	14001	1.22047722465562
chrI	14001	15001	1.12785011734116
chrI	15001	16001	0.853024524720689
chrI	16001	17001	0.782365560640732
chrI	17001	18001	1.07872841663839
chrI	18001	19001	0.8880229679991
chrI	19001	20001	1.05807369701225
chrI	20001	21001	1.70401966220182
chrI	21001	22001	1.15807329184551
chrI	22001	23001	0.907831086027164
chrI	23001	24001	0.861763987065724
chrI	24001	25001	0.983697229295328
chrI	25001	26001	1.14754579797143
chrI	26001	27001	1.25443535922318
chrI	27001	28001	1.51088563232704
chrI	28001	29001	0.847740886226693
chrI	29001	30001	1.00298229985669
chrI	30001	31001	0.918698164878324
chrI	31001	32001	0.823932246005227
chrI	32001	33001	1.17003860793168
chrI	33001	34001	0.752375697827207
chrI	34001	35001	1.28588248097909
chrI	35001	36001	1.31004713491818
chrI	36001	37001	0.924674896661384
chrI	37001	38001	0.903767196113392
chrI	38001	39001	0.941909816842165
chrI	39001	40001	1.31854615157771
chrI	40001	41001	1.26267670601753
chrI	41001	42001	1.21712538962947
chrI	42001	43001	0.949310197609788
chrI	43001	44001	0.933130003078818
chrI	44001	45001	1.13440013823027
chrI	45001	46001	0.97063813229572
chrI	46001	47001	1.30989158452642
chrI	47001	48001	0.936607024769966
chrI	48001	49001	0.791952149461443
chrI	49001	50001	1.03253833291284
chrI	50001	51001	0.977374715775345
chrI	51001	52001	1.1120477475054
chrI	52001	53001	1.08593056731583
chrI	53001	54001	0.887398722027452
chrI	54001	55001	1.10062799541504
chrI	55001	56001	1.59097610256613
chrI	56001	57001	1.17388118519931
chrI	57001	58001	1.23076195855322
chrI	58001	59001	1.3597224819637
chrI	59001	60001	1.35207363159481
chrI	60001	61001	0.947593841771291
chrI	61001	62001	0.73310761789601
chrI	62001	63001	1.09475705389079
chrI	63001	64001	0.769884781652989
chrI	64001	65001	0.762376428605873
chrI	65001	66001	1.01834099179261
chrI	66001	67001	0.918699468799556
chrI	67001	68001	0.839135258554155
chrI	68001	69001	1.1392707562274
chrI	69001	70001	0.976926445632538
chrI	70001	71001	0.779480387886976
chrI	71001	72001	1.08389625764055
chrI	72001	73001	1.21392785508997
chrI	73001	74001	1.16108882034155
chrI	74001	75001	1.27751848641184
chrI	75001	76001	1.1766608139285
chrI	76001	77001	1.0625684963465
chrI	77001	78001	0.949097757416287
chrI	78001	79001	0.839662127770557
chrI	79001	80001	0.909992253177632
chrI	80001	81001	1.07760274384457
chrI	81001	82001	0.848395975841633
chrI	82001	83001	1.09964189949826
chrI	83001	84001	1.15853671616818
chrI	84001	85001	0.93064809534857
chrI	85001	86001	0.843077791868114
chrI	86001	87001	1.7636371529313
chrI	87001	88001	1.30480373019481
chrI	88001	89001	1.11740316549722
chrI	89001	90001	1.13024355169354
chrI	90001	91001	1.01557084091982
chrI	91001	92001	1.11275550701544
chrI	92001	93001	1.19030361946424
chrI	93001	94001	0.981978322952706
chrI	94001	95001	1.1214474743988
chrI	95001	96001	1.40785541147954
chrI	96001	97001	1.26884745334861
chrI	97001	98001	1.07975463562605
chrI	98001	99001	0.951202815850911
chrI	99001	100001	0.923460985895911
chrI	100001	101001	0.824515710009601
chrI	101001	102001	1.11347602890749
chrI	102001	103001	0.814420376284098
chrI	103001	104001	0.854835193259921
chrI	104001	105001	1.03935036115221
chrI	105001	106001	0.984812180959848
chrI	106001	107001	1.63025481191915
chrI	107001	108001	1.04784875202364
chrI	108001	109001	1.04367750796988
chrI	109001	110001	0.983244543928371
chrI	110001	111001	1.35311002380489
chrI	111001	112001	0.95277364351979
chrI	112001	113001	0.996310682263096
chrI	113001	114001	1.08584338609914
chrI	114001	115001	1.17408972186154
chrI	115001	116001	1.43512675744492
chrI	116001	117001	0.923654699635442
chrI	117001	118001	1.12894679075181
chrI	118001	119001	0.974636052091852
chrI	119001	120001	1.01458986598494
chrI	120001	121001	1.26246401245252
chrI	121001	122001	1.38616200354986
chrI	122001	123001	0.773559252870365
chrI	123001	124001	0.922889764893166
chrI	124001	125001	0.812943670980348
chrI	125001	126001	1.01787810653242
chrI	126001	127001	1.02593554886144
chrI	127001	128001	1.05138831153149
chrI	128001	129001	1.13862610375032
chrI	129001	130001	1.32119355240504
chrI	130001	131001	0.946797226893656
chrI	131001	132001	1.16545846047665
chrI	132001	133001	1.14505838214339
chrI	133001	134001	1.19708694996214
chrI	134001	135001	1.13002474186905
chrI	135001	136001	0.64380188929829
chrI	136001	137001	0.930634225311875
chrI	137001	138001	0.93631601773526
chrI	138001	139001	0.925618241840789
chrI	139001	140001	0.879618343984276
chrI	140001	141001	1.00211697012674
chrI	141001	142001	1.4659319209248
chrI	142001	143001	0.941558479446859
chrI	143001	144001	0.810317433544731
chrI	144001	145001	0.90131179258777
chrI	145001	146001	0.917410431054172
chrI	146001	147001	0.92961842528914
chrI	147001	148001	0.999758510193656
chrI	148001	149001	0.758608313437791
chrI	149001	150001	1.18611733993775
chrI	150001	151001	0.862495198375679
chrI	151001	152001	0.664388292002193
chrI	152001	153001	0.934092851851148
chrI	153001	154001	0.763635006367189
chrI	154001	155001	1.21856590300506
chrI	155001	156001	0.779713581624587
chrI	156001	157001	0.857262309082603
chrI	157001	158001	1.35337585823679
chrI	158001	159001	1.02443188800348
chrI	159001	160001	1.1120391318978
chrI	160001	161001	1.27118869235261
chrI	161001	162001	0.916077564341842
chrI	162001	163001	0.921370596105247
chrI	163001	164001	0.942260361785156
chrI	164001	165001	1.01735468519847
chrI	165001	166001	0.818228909488983
chrI	166001	167001	0.884992839508342
chrI	167001	168001	1.00736690362434
chrI	168001	169001	0.964719868762162
chrI	169001	170001	0.85574025626826
chrI	170001	171001	1.0863295632004
chrI	171001	172001	1.32552519719831
chrI	172001	173001	0.81439555551521
chrI	173001	174001	0.931880840703212
chrI	174001	175001	1.06002142126986
chrI	175001	176001	1.17226338324897
chrI	176001	177001	0.869468578048074
chrI	177001	178001	1.29049428888602
chrI	178001	179001	1.27325228316243
chrI	179001	180001	1.17534138035244
chrI	180001	181001	1.09268896761451
chrI	181001	182001	0.742641862143039
chrI	182001	183001	1.28813396681831
chrI	183001	184001	1.02274043355776
chrI	184001	185001	0.869915968139876
chrI	185001	186001	0.920541300418643
chrI	186001	187001	0.979017636275422
chrI	187001	188001	0.854398128381583
chrI	188001	189001	0.760339306105278
chrI	189001	190001	1.09670402884465
chrI	190001	191001	1.08052727820398
chrI	191001	192001	1.00213934990151
chrI	192001	193001	1.03497749541987
chrI	193001	194001	1.04012022381421
chrI	194001	195001	1.17910250814564
chrI	195001	196001	0.925033080333727
chrI	196001	197001	1.57003987498653
chrI	197001	198001	1.17744240516947
chrI	198001	199001	1.08959437219659
chrI	199001	200001	0.925405155794573
chrI	200001	201001	1.19895391686809
chrI	201001	202001	1.15268379071949
chrI	202001	203001	0.850137645586678
chrI	203001	204001	1.1214871256783
chrI	204001	205001	1.13393387282284
chrI	205001	206001	0.985837605796178
chrI	206001	207001	0.943822307920498
chrI	207001	208001	1.17945501335664
chrI	208001	209001	1.05068215788748
chrI	209001	210001	1.18486191257502
chrI	210001	211001	0.735620444606414
chrI	211001	212001	0.685476547927756
chrI	212001	213001	1.72452990692108
chrI	213001	214001	0.843900221748328
chrI	214001	215001	0.849260502170619
chrI	215001	216001	1.1780058539722
chrI	216001	217001	0.900522462534488
chrI	217001	218001	1.19583109533435
chrI	218001	219001	1.19030408678116
chrI	219001	220001	1.24071639421527
chrI	220001	221001	0.941901857022578
chrI	221001	222001	1.17436390204381
chrI	222001	223001	1.23421295111339
chrI	223001	224001	1.28042128502393
chrI	224001	225001	0.859753712989598
chrI	225001	226001	1.11632337267316
chrI	226001	227001	0.86395136171675
chrI	227001	228001	1.14145525297918
chrI	228001	229001	1.04605566453036
chrI	229001	230001	0.750664473976621
chrI	230001	231001	0.980221379985442
chrI	231001	232001	1.00976774644296
chrI	232001	233001	1.18042032302736
chrI	233001	234001	0.928191452241618
chrI	234001	235001	1.15302005253303
chrI	235001	236001	0.984372315989214
chrI	236001	237001	1.11957844863103
chrI	237001	238001	0.96417984400762
chrI	238001	239001	1.04606024610136
chrI	239001	240001	1.22865001987457
chrI	240001	241001	0.915719638989694
chrI	241001	242001	1.05554522243452
chrI	242001	243001	0.757432223180133
chrI	243001	244001	1.02299700089044
chrI	244001	245001	0.808549844676645
chrI	245001	246001	0.945096208290701
chrI	246001	247001	0.821536664365741
chrI	247001	248001	1.00492778009516
chrI	248001	249001	1.2535478255438
chrI	249001	250001	0.98322188766233
chrI	250001	251001	1.10004715450142
chrI	251001	252001	1.45682063078362
chrI	252001	253001	1.30645359939373
chrI	253001	254001	0.866461443669175
chrI	254001	255001	0.757362925047133
chrI	255001	256001	0.96481760656021
chrI	256001	257001	1.36617700678425
chrI	257001	258001	1.08509740503376
chrI	258001	259001	1.39628768767547
chrI	259001	260001	1.08676478008973
chrI	260001	261001	1.30731085720605
chrI	261001	262001	0.951439764347547
chrI	262001	263001	1.55443579799848
chrI	263001	264001	0.89572660423238
chrI	264001	265001	0.714307838513252
chrI	265001	266001	0.965954377587773
chrI	266001	267001	1.17298257648219
chrI	267001	268001	0.856181356824819
chrI	268001	269001	0.991370211213824
chrI	269001	270001	1.00420889430682
chrI	270001	271001	1.23944162536774
chrI	271001	272001	0.829373788414183
chrI	272001	273001	1.62370844321473
chrI	273001	274001	1.0349085979122
chrI	274001	275001	1.02789481150721
chrI	275001	276001	1.04524609122577
chrI	276001	277001	1.04640929463408
chrI	277001	278001	1.34580725036461
chrI	278001	279001	1.49171187436804
chrI	279001	280001	1.29519480120814
chrI	280001	281001	0.842131916996047
chrI	281001	282001	1.19851015349175
chrI	282001	283001	1.33463890940238
chrI	283001	284001	0.58641644254809
chrI	284001	285001	0.899455398366413
chrI	285001	286001	1.23522615459578
chrI	286001	287001	0.999835822238215
chrI	287001	288001	0.797045307224195
chrI	288001	289001	1.24718055454286
chrI	289001	290001	1.21200498095941
chrI	290001	291001	0.841008394018567
chrI	291001	292001	0.806177692151301
chrI	292001	293001	1.33130739426798
chrI	293001	294001	0.986587873016438
chrI	294001	295001	1.50423521063157
chrI	295001	296001	0.956111485143862
chrI	296001	297001	0.907364220793616
chrI	297001	298001	0.988890868244213
chrI	298001	299001	1.17437586107521
chrI	299001	300001	0.914571618623445
chrI	300001	301001	1.12178248810128
chrI	301001	302001	0.890689555405536
chrI	302001	303001	1.23859072168994
chrI	303001	304001	1.00961791650353
chrI	304001	305001	1.17768677412683
chrI	305001	306001	1.15490669294618
chrI	306001	307001	0.882408056967682
chrI	307001	308001	0.876254376833538
chrI	308001	309001	1.18787332473359
chrI	309001	310001	1.06397227050009
chrI	310001	311001	1.15923532049389
chrI	311001	312001	0.942147776393875
chrI	312001	313001	1.0862457143391
chrI	313001	314001	0.861646339636211
chrI	314001	315001	0.803587118057257
chrI	315001	316001	0.909923331744659
chrI	316001	317001	0.888157027347726
chrI	317001	318001	0.955717120585033
chrI	318001	319001	0.797415416710934
