chr	start	end	value
chrI	1	1001	0.494376038738689
chrI	1001	2001	1.10750906937144
chrI	2001	3001	0.794326689960068
chrI	3001	4001	1.40959958824078
chrI	4001	5001	0.990434373193508
chrI	5001	6001	1.08341672051448
chrI	6001	7001	0.972887594930205
chrI	7001	8001	0.936517845943051
chrI	8001	9001	0.963508181596158
chrI	9001	10001	1.64760418486851
chrI	10001	11001	1.27685554400428
chrI	11001	12001	0.936699033173281
chrI	12001	13001	0.776171639541893
chrI	13001	14001	1.04578190453383
chrI	14001	15001	1.19258579940075
chrI	15001	16001	0.826493876526465
chrI	16001	17001	0.962032799389779
chrI	17001	18001	1.04929708508317
chrI	18001	19001	0.904794911358632
chrI	19001	20001	1.09737709850926
chrI	20001	21001	1.34019597352866
chrI	21001	22001	1.1344269680722
chrI	22001	23001	1.01129652952318
chrI	23001	24001	0.930169950368476
chrI	24001	25001	0.968043299668529
chrI	25001	26001	1.16223737321466
chrI	26001	27001	1.02323782738618
chrI	27001	28001	1.4953764506263
chrI	28001	29001	0.819376655231866
chrI	29001	30001	0.920614663619815
chrI	30001	31001	0.977155999961017
chrI	31001	32001	0.778526648360737
chrI	32001	33001	1.01707684751913
chrI	33001	34001	0.781389131162995
chrI	34001	35001	1.54766498330061
chrI	35001	36001	1.50937210929828
chrI	36001	37001	0.963778250257611
chrI	37001	38001	0.901575253954493
chrI	38001	39001	0.99744229436284
chrI	39001	40001	1.33966529047479
chrI	40001	41001	1.29105601007618
chrI	41001	42001	1.24326127697296
chrI	42001	43001	0.925971269420089
chrI	43001	44001	0.863696890394089
chrI	44001	45001	0.834469253364563
chrI	45001	46001	0.900704280155642
chrI	46001	47001	1.07578704999855
chrI	47001	48001	0.769811249456799
chrI	48001	49001	0.70143075016681
chrI	49001	50001	0.950109054529449
chrI	50001	51001	1.22845902657438
chrI	51001	52001	1.34322542041789
chrI	52001	53001	1.0727744848998
chrI	53001	54001	0.794509584794109
chrI	54001	55001	1.03051124314372
chrI	55001	56001	1.48847743532029
chrI	56001	57001	1.24557002437664
chrI	57001	58001	1.1499979395388
chrI	58001	59001	1.14232281753505
chrI	59001	60001	1.36629412916639
chrI	60001	61001	1.03662049595506
chrI	61001	62001	0.760718604249439
chrI	62001	63001	1.172906650872
chrI	63001	64001	0.829384342028136
chrI	64001	65001	0.707880439150632
chrI	65001	66001	0.932308427846689
chrI	66001	67001	0.972616747112193
chrI	67001	68001	0.765745594288654
chrI	68001	69001	1.32330926642844
chrI	69001	70001	0.797495575059759
chrI	70001	71001	0.802908263485827
chrI	71001	72001	1.22788770505665
chrI	72001	73001	1.15578472877746
chrI	73001	74001	1.30254114772982
chrI	74001	75001	1.07252734150867
chrI	75001	76001	1.03877891191159
chrI	76001	77001	0.985346936029566
chrI	77001	78001	0.985240887416688
chrI	78001	79001	1.00137134395915
chrI	79001	80001	1.05157432645683
chrI	80001	81001	1.13497800514766
chrI	81001	82001	1.02819594188072
chrI	82001	83001	1.22595868300526
chrI	83001	84001	1.14271617532615
chrI	84001	85001	0.925706777562645
chrI	85001	86001	1.00287310771182
chrI	86001	87001	1.5953398857481
chrI	87001	88001	1.42053471671431
chrI	88001	89001	0.97415568710912
chrI	89001	90001	1.08364822690695
chrI	90001	91001	1.09287769460741
chrI	91001	92001	0.943526757739065
chrI	92001	93001	1.1678734724317
chrI	93001	94001	1.04455553972531
chrI	94001	95001	1.24956851915775
chrI	95001	96001	1.3660220506907
chrI	96001	97001	1.07502572865493
chrI	97001	98001	1.02088512842941
chrI	98001	99001	1.02746885041558
chrI	99001	100001	0.832667521459946
chrI	100001	101001	0.945744460550839
chrI	101001	102001	0.934627674213742
chrI	102001	103001	0.606332961409719
chrI	103001	104001	0.751273926539058
chrI	104001	105001	0.958096553824732
chrI	105001	106001	0.952297089092733
chrI	106001	107001	1.85788188771371
chrI	107001	108001	1.22739533504862
chrI	108001	109001	1.343121877049
chrI	109001	110001	1.15257974258534
chrI	110001	111001	1.21347143099409
chrI	111001	112001	1.02509405880512
chrI	112001	113001	1.19077819528805
chrI	113001	114001	1.20774281180912
chrI	114001	115001	1.12213966488814
chrI	115001	116001	1.44448134617514
chrI	116001	117001	0.891875693453796
chrI	117001	118001	0.96375052964209
chrI	118001	119001	1.18639021411896
chrI	119001	120001	0.976504423895025
chrI	120001	121001	0.980294913474871
chrI	121001	122001	1.10779578316893
chrI	122001	123001	0.989705636859385
chrI	123001	124001	0.981543650924466
chrI	124001	125001	0.788883145102643
chrI	125001	126001	0.889471118451161
chrI	126001	127001	0.772737420768068
chrI	127001	128001	1.08078099803693
chrI	128001	129001	1.12167356200808
chrI	129001	130001	1.05719813421586
chrI	130001	131001	0.996845808564843
chrI	131001	132001	0.96651925526911
chrI	132001	133001	1.17211418351278
chrI	133001	134001	1.30444736343088
chrI	134001	135001	1.09043775139259
chrI	135001	136001	0.567894869472236
chrI	136001	137001	0.79005428054471
chrI	137001	138001	0.866490801834159
chrI	138001	139001	0.924251289857078
chrI	139001	140001	0.971040960856553
chrI	140001	141001	0.807948553161491
chrI	141001	142001	1.30647000430211
chrI	142001	143001	0.7976359269092
chrI	143001	144001	0.744409492646067
chrI	144001	145001	1.07093505529908
chrI	145001	146001	1.06143352241444
chrI	146001	147001	1.06188283365492
chrI	147001	148001	1.0645427947801
chrI	148001	149001	0.77416636362199
chrI	149001	150001	1.05245409357974
chrI	150001	151001	0.906905193071027
chrI	151001	152001	0.660377640600636
chrI	152001	153001	0.981213076762343
chrI	153001	154001	0.772167918148685
chrI	154001	155001	1.2885807795299
chrI	155001	156001	0.769955828334961
chrI	156001	157001	1.1103199666329
chrI	157001	158001	1.25590603924673
chrI	158001	159001	0.971987872084999
chrI	159001	160001	1.15050487917644
chrI	160001	161001	1.23383326921533
chrI	161001	162001	0.791023248246093
chrI	162001	163001	0.887380209107576
chrI	163001	164001	0.836154184486098
chrI	164001	165001	0.952978056426332
chrI	165001	166001	0.848597382028229
chrI	166001	167001	0.905551797151618
chrI	167001	168001	1.10958782853903
chrI	168001	169001	0.993921837329726
chrI	169001	170001	1.03007619302232
chrI	170001	171001	0.982397239831725
chrI	171001	172001	1.26414152782691
chrI	172001	173001	0.869816356357628
chrI	173001	174001	0.808016756776111
chrI	174001	175001	0.930047110512587
chrI	175001	176001	1.40383094641915
chrI	176001	177001	0.633183101650739
chrI	177001	178001	1.11729467426294
chrI	178001	179001	1.06950509883711
chrI	179001	180001	1.2279242398462
chrI	180001	181001	1.09550719055531
chrI	181001	182001	0.78430805053826
chrI	182001	183001	1.13549845114399
chrI	183001	184001	1.05255907286912
chrI	184001	185001	0.860402789586517
chrI	185001	186001	0.867104362020402
chrI	186001	187001	1.1844375823078
chrI	187001	188001	0.963039857282923
chrI	188001	189001	0.726307384544057
chrI	189001	190001	0.988732559962376
chrI	190001	191001	1.0841822137667
chrI	191001	192001	0.948429415589923
chrI	192001	193001	1.15166100983864
chrI	193001	194001	1.00370830460209
chrI	194001	195001	1.1492668926806
chrI	195001	196001	1.04611904824211
chrI	196001	197001	1.33623881883824
chrI	197001	198001	1.24379139512315
chrI	198001	199001	1.34467068959954
chrI	199001	200001	1.00479454363975
chrI	200001	201001	1.05476313123022
chrI	201001	202001	1.12842787158601
chrI	202001	203001	0.926513620175185
chrI	203001	204001	1.0844451760671
chrI	204001	205001	1.19947888559311
chrI	205001	206001	0.810783477519191
chrI	206001	207001	0.859846855532483
chrI	207001	208001	1.14829321891772
chrI	208001	209001	1.08030417068612
chrI	209001	210001	1.18002646536126
chrI	210001	211001	0.816010386297376
chrI	211001	212001	0.927155270460852
chrI	212001	213001	2.32829856474475
chrI	213001	214001	0.786150499995752
chrI	214001	215001	0.903374452697238
chrI	215001	216001	1.06286433832476
chrI	216001	217001	0.675835059500348
chrI	217001	218001	1.03738076759067
chrI	218001	219001	0.85463159159282
chrI	219001	220001	1.07439287574728
chrI	220001	221001	1.07788254759466
chrI	221001	222001	1.02140621533773
chrI	222001	223001	1.28008702329153
chrI	223001	224001	1.40182426545581
chrI	224001	225001	1.03005153429681
chrI	225001	226001	1.23918685886881
chrI	226001	227001	0.929892370617511
chrI	227001	228001	0.94294112584146
chrI	228001	229001	0.854759687960443
