chr	start	end	value
chrI	1	1001	0.634622777978067
chrI	1001	2001	1.06257866291553
chrI	2001	3001	0.96844694808899
chrI	3001	4001	1.57765784855809
chrI	4001	5001	1.25486780902208
chrI	5001	6001	1.13997107603311
chrI	6001	7001	1.09297933987086
chrI	7001	8001	1.19682159846387
chrI	8001	9001	1.02529320778269
chrI	9001	10001	1.67093267776553
chrI	10001	11001	1.47657504420464
chrI	11001	12001	1.15909002092056
chrI	12001	13001	0.902333860759494
chrI	13001	14001	1.09950654305273
chrI	14001	15001	1.063750801405
chrI	15001	16001	1.08581560439851
chrI	16001	17001	1.04864607170099
chrI	17001	18001	1.25707384528939
chrI	18001	19001	0.957913432020187
chrI	19001	20001	1.25751325869181
chrI	20001	21001	1.34981631534748
chrI	21001	22001	1.29495957660642
chrI	22001	23001	1.11013240924425
chrI	23001	24001	1.10054143480223
chrI	24001	25001	1.09267902904764
chrI	25001	26001	1.23377406334092
chrI	26001	27001	1.2883786617853
chrI	27001	28001	1.80245860664623
chrI	28001	29001	0.818849647180107
chrI	29001	30001	1.12698013091134
chrI	30001	31001	1.04387529359023
chrI	31001	32001	0.887956131935025
chrI	32001	33001	1.1341284566377
chrI	33001	34001	0.86262072942194
chrI	34001	35001	1.15150435823613
chrI	35001	36001	1.44563235904065
chrI	36001	37001	1.07053776741508
chrI	37001	38001	0.913115665843325
chrI	38001	39001	1.12428550404011
chrI	39001	40001	1.38884252432911
chrI	40001	41001	1.52225432408395
chrI	41001	42001	1.13347489268629
chrI	42001	43001	1.02198142696088
chrI	43001	44001	0.845452008928571
chrI	44001	45001	0.960105208593315
chrI	45001	46001	1.07729571984436
chrI	46001	47001	1.14795019452999
chrI	47001	48001	1.07806034727077
chrI	48001	49001	0.988866647602707
chrI	49001	50001	1.1154143143763
chrI	50001	51001	1.14841660573157
chrI	51001	52001	1.30330174804341
chrI	52001	53001	1.04210443127293
chrI	53001	54001	0.874259397784727
chrI	54001	55001	1.15872846955286
chrI	55001	56001	1.56568009951231
chrI	56001	57001	1.14293093949293
chrI	57001	58001	1.37566086263026
chrI	58001	59001	1.21557693776653
chrI	59001	60001	1.24300815119643
chrI	60001	61001	1.15415776460139
chrI	61001	62001	0.731663499740888
chrI	62001	63001	1.26888107516989
chrI	63001	64001	1.00120896834701
chrI	64001	65001	0.79776084615261
chrI	65001	66001	0.975051661398709
chrI	66001	67001	1.04649087080477
chrI	67001	68001	0.910945137638281
chrI	68001	69001	1.28675957611346
chrI	69001	70001	0.853434118570151
chrI	70001	71001	0.987822979903473
chrI	71001	72001	1.16311154598826
chrI	72001	73001	1.31937785837707
chrI	73001	74001	1.41163707019402
chrI	74001	75001	1.16450608927627
chrI	75001	76001	0.984645786354077
chrI	76001	77001	1.13135890240912
chrI	77001	78001	0.906692407353562
chrI	78001	79001	1.0575438640771
chrI	79001	80001	0.951146816629846
chrI	80001	81001	1.24732212230576
chrI	81001	82001	0.982161087923122
chrI	82001	83001	1.28238995429932
chrI	83001	84001	1.16918623428225
chrI	84001	85001	1.02964357032434
chrI	85001	86001	1.11577633351827
chrI	86001	87001	1.7874650901426
chrI	87001	88001	1.41761601998769
chrI	88001	89001	0.991953977436434
chrI	89001	90001	1.19166819651399
chrI	90001	91001	1.08757502191651
chrI	91001	92001	1.08413394684857
chrI	92001	93001	1.22767766730283
chrI	93001	94001	1.18669819485526
chrI	94001	95001	1.17481302496836
chrI	95001	96001	1.51043995481609
chrI	96001	97001	1.16964771160605
chrI	97001	98001	1.1437702905011
chrI	98001	99001	0.968422827191965
chrI	99001	100001	1.07277586393339
chrI	100001	101001	1.07483198102374
chrI	101001	102001	1.1483830656773
chrI	102001	103001	0.851810242006848
chrI	103001	104001	1.06303118764319
chrI	104001	105001	1.14794186754852
chrI	105001	106001	0.906127215804105
chrI	106001	107001	1.46304604575521
chrI	107001	108001	1.32865349822554
chrI	108001	109001	1.33213078523141
chrI	109001	110001	1.36020145495243
chrI	110001	111001	1.24183128050198
chrI	111001	112001	0.993542040612963
chrI	112001	113001	1.22615319109847
chrI	113001	114001	1.19333235286733
chrI	114001	115001	1.31688613040628
chrI	115001	116001	1.4872521293976
chrI	116001	117001	1.06911753051197
chrI	117001	118001	1.14161736102957
chrI	118001	119001	0.946098593093515
chrI	119001	120001	1.06412151231301
chrI	120001	121001	1.07039501043946
chrI	121001	122001	1.24705267314711
chrI	122001	123001	0.98888023296793
chrI	123001	124001	1.20059848082852
chrI	124001	125001	1.03785057783463
chrI	125001	126001	0.964550211910779
chrI	126001	127001	1.31278291340544
chrI	127001	128001	1.08168933410417
chrI	128001	129001	1.22224851831368
chrI	129001	130001	1.25580729387963
chrI	130001	131001	1.2143080534276
chrI	131001	132001	1.27831917916039
chrI	132001	133001	1.19192037585099
chrI	133001	134001	1.25093671320589
chrI	134001	135001	1.47378605885524
chrI	135001	136001	0.649900222711082
chrI	136001	137001	0.978916293686316
chrI	137001	138001	1.08664255367527
chrI	138001	139001	1.04075157649198
chrI	139001	140001	1.08711713402408
chrI	140001	141001	0.971240768753978
chrI	141001	142001	1.47620685190316
chrI	142001	143001	1.09819995915629
chrI	143001	144001	1.00215051949804
chrI	144001	145001	1.03381628838613
chrI	145001	146001	1.19736779677661
chrI	146001	147001	1.24374871152229
chrI	147001	148001	1.02532856545767
chrI	148001	149001	0.835225386184325
chrI	149001	150001	1.3575674761769
chrI	150001	151001	1.0280689238874
chrI	151001	152001	0.824522431310564
chrI	152001	153001	0.928604942727428
chrI	153001	154001	0.880920388178984
chrI	154001	155001	1.38809878012496
chrI	155001	156001	0.913861533454224
chrI	156001	157001	1.06956444020735
chrI	157001	158001	1.32591380334008
chrI	158001	159001	1.1291521330195
chrI	159001	160001	1.15735651774258
chrI	160001	161001	1.43085081356054
chrI	161001	162001	1.12834869497803
chrI	162001	163001	0.940631286853971
chrI	163001	164001	1.01907186105054
chrI	164001	165001	0.901459757525399
chrI	165001	166001	1.07597708110123
chrI	166001	167001	0.954585789718764
chrI	167001	168001	1.14273942173337
chrI	168001	169001	1.13466047080025
chrI	169001	170001	0.963536196459602
chrI	170001	171001	1.15297212215181
chrI	171001	172001	1.16999131767657
chrI	172001	173001	1.04052324367505
chrI	173001	174001	1.15383651401769
chrI	174001	175001	1.30747662790603
chrI	175001	176001	1.23854346991244
chrI	176001	177001	0.911661960613959
chrI	177001	178001	1.30919417281778
chrI	178001	179001	1.29191599973697
chrI	179001	180001	1.18911722354985
chrI	180001	181001	1.02419506536665
chrI	181001	182001	0.808223535874458
chrI	182001	183001	1.48399843515104
chrI	183001	184001	1.19811262332538
chrI	184001	185001	1.11358123862232
chrI	185001	186001	1.06838861168183
chrI	186001	187001	1.37186035339473
chrI	187001	188001	1.03515148771648
chrI	188001	189001	0.801997029354443
chrI	189001	190001	0.974435648220724
chrI	190001	191001	1.18901862068734
chrI	191001	192001	0.932438010687325
chrI	192001	193001	1.02330010644209
chrI	193001	194001	1.04501155390859
chrI	194001	195001	1.15183238766126
chrI	195001	196001	1.19697902314315
chrI	196001	197001	1.46992851241154
chrI	197001	198001	1.06159339504246
chrI	198001	199001	1.3719319758624
chrI	199001	200001	1.09344813811718
chrI	200001	201001	1.20040303635818
chrI	201001	202001	1.53319978440305
chrI	202001	203001	1.04782943497931
chrI	203001	204001	1.09697605620125
chrI	204001	205001	1.53882018977014
chrI	205001	206001	0.929882558041447
chrI	206001	207001	0.913854382972412
chrI	207001	208001	1.02282306729035
chrI	208001	209001	1.1511359875241
chrI	209001	210001	1.32087452268716
chrI	210001	211001	0.954956268221574
chrI	211001	212001	0.926045220872572
chrI	212001	213001	2.13687844347508
chrI	213001	214001	0.892473300991495
chrI	214001	215001	1.00910079666831
chrI	215001	216001	1.07132268068167
chrI	216001	217001	0.905646453041268
chrI	217001	218001	1.25028145326744
chrI	218001	219001	1.30987099890859
chrI	219001	220001	1.20483590901198
chrI	220001	221001	0.891198881026201
chrI	221001	222001	1.1766172513238
chrI	222001	223001	1.11756334783722
chrI	223001	224001	1.44833243638676
chrI	224001	225001	0.988771954218773
chrI	225001	226001	1.42186387923983
chrI	226001	227001	1.22580001551814
chrI	227001	228001	1.20477894478771
chrI	228001	229001	1.02530123749175
chrI	229001	230001	0.961287168318592
chrI	230001	231001	0.961107903918074
chrI	231001	232001	1.07164961017751
chrI	232001	233001	1.22047227145204
chrI	233001	234001	1.10761960780404
chrI	234001	235001	1.25486157272101
chrI	235001	236001	1.19201038649755
chrI	236001	237001	1.11646854751114
chrI	237001	238001	0.86533056545102
chrI	238001	239001	1.04219968323587
chrI	239001	240001	1.4355373862733
chrI	240001	241001	0.958927138971534
chrI	241001	242001	1.35426957851334
chrI	242001	243001	0.800609342696676
chrI	243001	244001	1.1071129942972
chrI	244001	245001	1.03361515108726
chrI	245001	246001	0.951795523855881
chrI	246001	247001	0.960030526308118
chrI	247001	248001	1.06825465280815
chrI	248001	249001	1.52838599907392
chrI	249001	250001	1.22334710004521
chrI	250001	251001	1.11025824744478
chrI	251001	252001	1.50020711065688
chrI	252001	253001	1.17992918716137
chrI	253001	254001	1.23333565994277
chrI	254001	255001	0.97377089214719
chrI	255001	256001	0.893451312138118
chrI	256001	257001	1.42891490169934
chrI	257001	258001	1.19189438734284
chrI	258001	259001	1.65594356512186
chrI	259001	260001	1.2488514251716
chrI	260001	261001	1.46585351141316
chrI	261001	262001	0.930158905097788
